# BEGIN PLOT
Title=PDF sampling $x, Q$ value distribution
XLabel=$x$
YLabel=$Q$
LogX=1
LogY=0
FullRange=1
LegendXPos=0.1
LegendYPos=0.5
ZLabel=$N$
LogZ=1
# END PLOT

# BEGIN HISTO2D //mt/home/mbridge/Work/e+e-/Analysis.yoda/MC_PDFS/PdfXQ
Path=//mt/home/mbridge/Work/e+e-/Analysis.yoda/MC_PDFS/PdfXQ
ScaledBy=1.00000000000000000e+00
Title=Analysis
# xlow	 xhigh	 ylow	 yhigh	 val	 errminus	 errplus
3.019952e-06	3.981072e-06	2.400000e+01	2.460000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.019952e-06	3.981072e-06	2.460000e+01	2.520000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.019952e-06	3.981072e-06	2.520000e+01	2.580000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.019952e-06	3.981072e-06	2.580000e+01	2.640000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.019952e-06	3.981072e-06	2.640000e+01	2.700000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.019952e-06	3.981072e-06	2.700000e+01	2.760000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.019952e-06	3.981072e-06	2.760000e+01	2.820000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.019952e-06	3.981072e-06	2.820000e+01	2.880000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.019952e-06	3.981072e-06	2.880000e+01	2.940000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.019952e-06	3.981072e-06	2.940000e+01	3.000000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	0.000000e+00	6.000000e-01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	6.000000e-01	1.200000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.200000e+00	1.800000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.800000e+00	2.400000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	2.400000e+00	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	3.000000e+00	3.600000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	3.600000e+00	4.200000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	4.200000e+00	4.800000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	4.800000e+00	5.400000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	5.400000e+00	6.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	6.000000e+00	6.600000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	6.600000e+00	7.200000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	7.200000e+00	7.800000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	7.800000e+00	8.400000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	8.400000e+00	9.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	9.000000e+00	9.600000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	9.600000e+00	1.020000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.020000e+01	1.080000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.080000e+01	1.140000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.140000e+01	1.200000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.200000e+01	1.260000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.260000e+01	1.320000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.320000e+01	1.380000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.380000e+01	1.440000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.440000e+01	1.500000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.500000e+01	1.560000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.560000e+01	1.620000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.620000e+01	1.680000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.680000e+01	1.740000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.740000e+01	1.800000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.800000e+01	1.860000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.860000e+01	1.920000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.920000e+01	1.980000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	1.980000e+01	2.040000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	2.040000e+01	2.100000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	2.100000e+01	2.160000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	2.160000e+01	2.220000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	2.220000e+01	2.280000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	2.280000e+01	2.340000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	2.340000e+01	2.400000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	2.400000e+01	2.460000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	2.460000e+01	2.520000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	2.520000e+01	2.580000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	2.580000e+01	2.640000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	2.640000e+01	2.700000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	2.700000e+01	2.760000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	2.760000e+01	2.820000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	2.820000e+01	2.880000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	2.880000e+01	2.940000e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.981072e-06	5.248075e-06	2.940000e+01	3.000000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	0.000000e+00	6.000000e-01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	6.000000e-01	1.200000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.200000e+00	1.800000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.800000e+00	2.400000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	2.400000e+00	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	3.000000e+00	3.600000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	3.600000e+00	4.200000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	4.200000e+00	4.800000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	4.800000e+00	5.400000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	5.400000e+00	6.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	6.000000e+00	6.600000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	6.600000e+00	7.200000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	7.200000e+00	7.800000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	7.800000e+00	8.400000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	8.400000e+00	9.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	9.000000e+00	9.600000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	9.600000e+00	1.020000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.020000e+01	1.080000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.080000e+01	1.140000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.140000e+01	1.200000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.200000e+01	1.260000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.260000e+01	1.320000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.320000e+01	1.380000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.380000e+01	1.440000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.440000e+01	1.500000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.500000e+01	1.560000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.560000e+01	1.620000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.620000e+01	1.680000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.680000e+01	1.740000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.740000e+01	1.800000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.800000e+01	1.860000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.860000e+01	1.920000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.920000e+01	1.980000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	1.980000e+01	2.040000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	2.040000e+01	2.100000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	2.100000e+01	2.160000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	2.160000e+01	2.220000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	2.220000e+01	2.280000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	2.280000e+01	2.340000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	2.340000e+01	2.400000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	2.400000e+01	2.460000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	2.460000e+01	2.520000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	2.520000e+01	2.580000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	2.580000e+01	2.640000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	2.640000e+01	2.700000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	2.700000e+01	2.760000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	2.760000e+01	2.820000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	2.820000e+01	2.880000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	2.880000e+01	2.940000e+01	0.000000e+00	0.000000e+00	0.000000e+00
5.248075e-06	6.918310e-06	2.940000e+01	3.000000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	0.000000e+00	6.000000e-01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	6.000000e-01	1.200000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.200000e+00	1.800000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.800000e+00	2.400000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	2.400000e+00	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	3.000000e+00	3.600000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	3.600000e+00	4.200000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	4.200000e+00	4.800000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	4.800000e+00	5.400000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	5.400000e+00	6.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	6.000000e+00	6.600000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	6.600000e+00	7.200000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	7.200000e+00	7.800000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	7.800000e+00	8.400000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	8.400000e+00	9.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	9.000000e+00	9.600000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	9.600000e+00	1.020000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.020000e+01	1.080000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.080000e+01	1.140000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.140000e+01	1.200000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.200000e+01	1.260000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.260000e+01	1.320000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.320000e+01	1.380000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.380000e+01	1.440000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.440000e+01	1.500000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.500000e+01	1.560000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.560000e+01	1.620000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.620000e+01	1.680000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.680000e+01	1.740000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.740000e+01	1.800000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.800000e+01	1.860000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.860000e+01	1.920000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.920000e+01	1.980000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	1.980000e+01	2.040000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	2.040000e+01	2.100000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	2.100000e+01	2.160000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	2.160000e+01	2.220000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	2.220000e+01	2.280000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	2.280000e+01	2.340000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	2.340000e+01	2.400000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	2.400000e+01	2.460000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	2.460000e+01	2.520000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	2.520000e+01	2.580000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	2.580000e+01	2.640000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	2.640000e+01	2.700000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	2.700000e+01	2.760000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	2.760000e+01	2.820000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	2.820000e+01	2.880000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	2.880000e+01	2.940000e+01	0.000000e+00	0.000000e+00	0.000000e+00
6.918310e-06	9.120108e-06	2.940000e+01	3.000000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	0.000000e+00	6.000000e-01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	6.000000e-01	1.200000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.200000e+00	1.800000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.800000e+00	2.400000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	2.400000e+00	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	3.000000e+00	3.600000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	3.600000e+00	4.200000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	4.200000e+00	4.800000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	4.800000e+00	5.400000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	5.400000e+00	6.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	6.000000e+00	6.600000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	6.600000e+00	7.200000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	7.200000e+00	7.800000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	7.800000e+00	8.400000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	8.400000e+00	9.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	9.000000e+00	9.600000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	9.600000e+00	1.020000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.020000e+01	1.080000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.080000e+01	1.140000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.140000e+01	1.200000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.200000e+01	1.260000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.260000e+01	1.320000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.320000e+01	1.380000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.380000e+01	1.440000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.440000e+01	1.500000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.500000e+01	1.560000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.560000e+01	1.620000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.620000e+01	1.680000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.680000e+01	1.740000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.740000e+01	1.800000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.800000e+01	1.860000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.860000e+01	1.920000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.920000e+01	1.980000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	1.980000e+01	2.040000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	2.040000e+01	2.100000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	2.100000e+01	2.160000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	2.160000e+01	2.220000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	2.220000e+01	2.280000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	2.280000e+01	2.340000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	2.340000e+01	2.400000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	2.400000e+01	2.460000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	2.460000e+01	2.520000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	2.520000e+01	2.580000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	2.580000e+01	2.640000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	2.640000e+01	2.700000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	2.700000e+01	2.760000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	2.760000e+01	2.820000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	2.820000e+01	2.880000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	2.880000e+01	2.940000e+01	0.000000e+00	0.000000e+00	0.000000e+00
9.120108e-06	1.202264e-05	2.940000e+01	3.000000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	0.000000e+00	6.000000e-01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	6.000000e-01	1.200000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.200000e+00	1.800000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.800000e+00	2.400000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	2.400000e+00	3.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	3.000000e+00	3.600000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	3.600000e+00	4.200000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	4.200000e+00	4.800000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	4.800000e+00	5.400000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	5.400000e+00	6.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	6.000000e+00	6.600000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	6.600000e+00	7.200000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	7.200000e+00	7.800000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	7.800000e+00	8.400000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	8.400000e+00	9.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	9.000000e+00	9.600000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	9.600000e+00	1.020000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.020000e+01	1.080000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.080000e+01	1.140000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.140000e+01	1.200000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.200000e+01	1.260000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.260000e+01	1.320000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.320000e+01	1.380000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.380000e+01	1.440000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.440000e+01	1.500000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.500000e+01	1.560000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.560000e+01	1.620000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.620000e+01	1.680000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.680000e+01	1.740000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.740000e+01	1.800000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.800000e+01	1.860000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.860000e+01	1.920000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.920000e+01	1.980000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	1.980000e+01	2.040000e+01	0.000000e+00	0.000000e+00	0.000000e+00
1.202264e-05	1.584893e-05	2.040000e+01	2.100000e+01	0.000000e+00	0.000000e+00	0.000000e+00
